Lemma('long.a.01.long'): {'lemma': 'long', 'pos': 'ADJ', 'synset': Synset('long.a.01')}
Lemma('negative.a.02.negative'): {'lemma': 'negative', 'pos': 'ADJ', 'synset': Synset('negative.a.02')}
Lemma('partially.r.01.partially'): {'lemma': 'partially', 'pos': 'ADV', 'synset': Synset('partially.r.01')}
Lemma('match.v.01.agree'): {'lemma': 'agree', 'pos': 'VERB', 'synset': Synset('match.v.01')}
Lemma('independently.r.01.independently'): {'lemma': 'independently', 'pos': 'ADV', 'synset': Synset('independently.r.01')}
Lemma('unlike.a.01.different'): {'lemma': 'different', 'pos': 'ADJ', 'synset': Synset('unlike.a.01')}
Lemma('index.n.02.index'): {'lemma': 'index', 'pos': 'NOUN', 'synset': Synset('index.n.02')}
Lemma('slant.v.02.weight'): {'lemma': 'weight', 'pos': 'VERB', 'synset': Synset('slant.v.02')}
Lemma('root.n.03.root'): {'lemma': 'root', 'pos': 'NOUN', 'synset': Synset('root.n.03')}
Lemma('frequency.n.02.relative_frequency'): {'lemma': 'relative_frequency', 'pos': 'NOUN', 'synset': Synset('frequency.n.02')}
Lemma('frequency.n.02.frequency'): {'lemma': 'frequency', 'pos': 'NOUN', 'synset': Synset('frequency.n.02')}
Lemma('identical.s.02.identical'): {'lemma': 'identical', 'pos': 'ADJ', 'synset': Synset('identical.s.02')}
Lemma('formula.n.01.formula'): {'lemma': 'formula', 'pos': 'NOUN', 'synset': Synset('formula.n.01')}
Lemma('change.v.03.alter'): {'lemma': 'alter', 'pos': 'VERB', 'synset': Synset('change.v.03')}
Lemma('body.n.06.body'): {'lemma': 'body', 'pos': 'NOUN', 'synset': Synset('body.n.06')}
Lemma('establish.v.05.establish'): {'lemma': 'establish', 'pos': 'VERB', 'synset': Synset('establish.v.05')}
Lemma('comparative.a.01.comparative'): {'lemma': 'comparative', 'pos': 'ADJ', 'synset': Synset('comparative.a.01')}
Lemma('diachronic.a.01.diachronic'): {'lemma': 'diachronic', 'pos': 'ADJ', 'synset': Synset('diachronic.a.01')}
Lemma('classificatory.a.01.classificatory'): {'lemma': 'classificatory', 'pos': 'ADJ', 'synset': Synset('classificatory.a.01')}
Lemma('and_so_forth.r.01.etc.'): {'lemma': 'etc.', 'pos': 'ADV', 'synset': Synset('and_so_forth.r.01')}
Lemma('weight.n.08.weighting'): {'lemma': 'weighting', 'pos': 'NOUN', 'synset': Synset('weight.n.08')}
Lemma('conscious.s.03.conscious'): {'lemma': 'conscious', 'pos': 'ADJ', 'synset': Synset('conscious.s.03')}
Lemma('presentation.n.04.presentation'): {'lemma': 'presentation', 'pos': 'NOUN', 'synset': Synset('presentation.n.04')}
Lemma('expect.v.03.await'): {'lemma': 'await', 'pos': 'VERB', 'synset': Synset('expect.v.03')}
Lemma('bring_out.v.04.set_off'): {'lemma': 'set_off', 'pos': 'VERB', 'synset': Synset('bring_out.v.04')}
Lemma('asterisk.n.01.asterisk'): {'lemma': 'asterisk', 'pos': 'NOUN', 'synset': Synset('asterisk.n.01')}
Lemma('form.n.01.form'): {'lemma': 'form', 'pos': 'NOUN', 'synset': Synset('form.n.01')}
Lemma('unasterisked.s.01.unasterisked'): {'lemma': 'unasterisked', 'pos': 'ADJ', 'synset': Synset('unasterisked.s.01')}
Lemma('typify.v.02.stand_for'): {'lemma': 'stand_for', 'pos': 'VERB', 'synset': Synset('typify.v.02')}
Lemma('combined.a.01.combined'): {'lemma': 'combined', 'pos': 'ADJ', 'synset': Synset('combined.a.01')}
Lemma('inquiry.n.01.inquiry'): {'lemma': 'inquiry', 'pos': 'NOUN', 'synset': Synset('inquiry.n.01')}
Lemma('adjectival.a.01.adjectival'): {'lemma': 'adjectival', 'pos': 'ADJ', 'synset': Synset('adjectival.a.01')}
Lemma('memory.n.03.retentiveness'): {'lemma': 'retentiveness', 'pos': 'NOUN', 'synset': Synset('memory.n.03')}
Lemma('substitution.n.01.replacement'): {'lemma': 'replacement', 'pos': 'NOUN', 'synset': Synset('substitution.n.01')}
Lemma('regardless.r.01.irrespective'): {'lemma': 'irrespective', 'pos': 'ADV', 'synset': Synset('regardless.r.01')}
Lemma('result.n.03.outcome'): {'lemma': 'outcome', 'pos': 'NOUN', 'synset': Synset('result.n.03')}
Lemma('elapse.v.01.elapse'): {'lemma': 'elapse', 'pos': 'VERB', 'synset': Synset('elapse.v.01')}
Lemma('separate.v.09.split'): {'lemma': 'split', 'pos': 'VERB', 'synset': Synset('separate.v.09')}
Lemma('calculation.n.01.calculation'): {'lemma': 'calculation', 'pos': 'NOUN', 'synset': Synset('calculation.n.01')}
Lemma('carry.v.04.carry'): {'lemma': 'carry', 'pos': 'VERB', 'synset': Synset('carry.v.04')}
Lemma('variously.r.01.variously'): {'lemma': 'variously', 'pos': 'ADV', 'synset': Synset('variously.r.01')}
Lemma('discernible.s.03.evident'): {'lemma': 'evident', 'pos': 'ADJ', 'synset': Synset('discernible.s.03')}
Lemma('expectable.s.01.expectable'): {'lemma': 'expectable', 'pos': 'ADJ', 'synset': Synset('expectable.s.01')}
Lemma('lexical.a.01.lexical'): {'lemma': 'lexical', 'pos': 'ADJ', 'synset': Synset('lexical.a.01')}
Lemma('urge.n.02.urge'): {'lemma': 'urge', 'pos': 'NOUN', 'synset': Synset('urge.n.02')}
Lemma('geographic.a.01.geographical'): {'lemma': 'geographical', 'pos': 'ADJ', 'synset': Synset('geographic.a.01')}
Lemma('conditioning.n.01.conditioning'): {'lemma': 'conditioning', 'pos': 'NOUN', 'synset': Synset('conditioning.n.01')}
Lemma('occurrence.n.02.occurrence'): {'lemma': 'occurrence', 'pos': 'NOUN', 'synset': Synset('occurrence.n.02')}
Lemma('trap.n.03.snare'): {'lemma': 'snare', 'pos': 'NOUN', 'synset': Synset('trap.n.03')}
Lemma('manufacture.v.01.construct'): {'lemma': 'construct', 'pos': 'VERB', 'synset': Synset('manufacture.v.01')}
Lemma('reach.v.02.attain'): {'lemma': 'attain', 'pos': 'VERB', 'synset': Synset('reach.v.02')}
Lemma('linguistically.r.01.linguistically'): {'lemma': 'linguistically', 'pos': 'ADV', 'synset': Synset('linguistically.r.01')}
Lemma('match.v.01.fit'): {'lemma': 'fit', 'pos': 'VERB', 'synset': Synset('match.v.01')}
Lemma('actual.s.04.actual'): {'lemma': 'actual', 'pos': 'ADJ', 'synset': Synset('actual.s.04')}
Lemma('increasingly.r.01.more_and_more'): {'lemma': 'more_and_more', 'pos': 'ADV', 'synset': Synset('increasingly.r.01')}
Lemma('ill.r.01.badly'): {'lemma': 'badly', 'pos': 'ADV', 'synset': Synset('ill.r.01')}
Lemma('lexicostatistics.n.01.lexicostatistics'): {'lemma': 'lexicostatistics', 'pos': 'NOUN', 'synset': Synset('lexicostatistics.n.01')}
Lemma('match.v.01.match'): {'lemma': 'match', 'pos': 'VERB', 'synset': Synset('match.v.01')}
Lemma('definable.s.01.definable'): {'lemma': 'definable', 'pos': 'ADJ', 'synset': Synset('definable.s.01')}
Lemma('proportion.n.02.proportion'): {'lemma': 'proportion', 'pos': 'NOUN', 'synset': Synset('proportion.n.02')}
Lemma('swan.n.01.swan'): {'lemma': 'swan', 'pos': 'NOUN', 'synset': Synset('swan.n.01')}
Lemma('coconut.n.03.coco_palm'): {'lemma': 'coco_palm', 'pos': 'NOUN', 'synset': Synset('coconut.n.03')}
Lemma('banana.n.01.banana'): {'lemma': 'banana', 'pos': 'NOUN', 'synset': Synset('banana.n.01')}
Lemma('banana.n.02.banana'): {'lemma': 'banana', 'pos': 'NOUN', 'synset': Synset('banana.n.02')}
Lemma('commonsense.s.01.commonsense'): {'lemma': 'commonsense', 'pos': 'ADJ', 'synset': Synset('commonsense.s.01')}
Lemma('beyond_doubt.s.01.indubitable'): {'lemma': 'indubitable', 'pos': 'ADJ', 'synset': Synset('beyond_doubt.s.01')}
Lemma('suffice.v.01.do'): {'lemma': 'do', 'pos': 'VERB', 'synset': Synset('suffice.v.01')}
Lemma('tooth.n.03.tooth'): {'lemma': 'tooth', 'pos': 'NOUN', 'synset': Synset('tooth.n.03')}
Lemma('nail.n.01.nail'): {'lemma': 'nail', 'pos': 'NOUN', 'synset': Synset('nail.n.01')}
Lemma('weapon.n.02.weapon'): {'lemma': 'weapon', 'pos': 'NOUN', 'synset': Synset('weapon.n.02')}
Lemma('conquest.n.02.conquest'): {'lemma': 'conquest', 'pos': 'NOUN', 'synset': Synset('conquest.n.02')}
Lemma('farther.r.02.farther'): {'lemma': 'farther', 'pos': 'ADV', 'synset': Synset('farther.r.02')}
Lemma('millennium.n.01.millennium'): {'lemma': 'millennium', 'pos': 'NOUN', 'synset': Synset('millennium.n.01')}
Lemma('predicate.v.02.proclaim'): {'lemma': 'proclaim', 'pos': 'VERB', 'synset': Synset('predicate.v.02')}
Lemma('affiliation.n.02.affiliation'): {'lemma': 'affiliation', 'pos': 'NOUN', 'synset': Synset('affiliation.n.02')}
Lemma('western_hemisphere.n.01.western_hemisphere'): {'lemma': 'western_hemisphere', 'pos': 'NOUN', 'synset': Synset('western_hemisphere.n.01')}
Lemma('familial.s.02.genetic'): {'lemma': 'genetic', 'pos': 'ADJ', 'synset': Synset('familial.s.02')}
Lemma('branching.n.01.ramification'): {'lemma': 'ramification', 'pos': 'NOUN', 'synset': Synset('branching.n.01')}
Lemma('diffusion.n.02.diffusion'): {'lemma': 'diffusion', 'pos': 'NOUN', 'synset': Synset('diffusion.n.02')}
Lemma('coalescence.n.01.coalescence'): {'lemma': 'coalescence', 'pos': 'NOUN', 'synset': Synset('coalescence.n.01')}
Lemma('further.r.01.farther'): {'lemma': 'farther', 'pos': 'ADV', 'synset': Synset('further.r.01')}
Lemma('clasp.n.02.hold'): {'lemma': 'hold', 'pos': 'NOUN', 'synset': Synset('clasp.n.02')}
Lemma('notional.s.02.speculative'): {'lemma': 'speculative', 'pos': 'ADJ', 'synset': Synset('notional.s.02')}
Lemma('inference.n.01.inference'): {'lemma': 'inference', 'pos': 'NOUN', 'synset': Synset('inference.n.01')}
Lemma('kingdom.n.02.kingdom'): {'lemma': 'kingdom', 'pos': 'NOUN', 'synset': Synset('kingdom.n.02')}
Lemma('consolidate.v.02.consolidate'): {'lemma': 'consolidate', 'pos': 'VERB', 'synset': Synset('consolidate.v.02')}
Lemma('hokan.n.01.Hokan'): {'lemma': 'hokan', 'pos': 'NOUN', 'synset': Synset('hokan.n.01')}
Lemma('penutian.n.01.Penutian'): {'lemma': 'penutian', 'pos': 'NOUN', 'synset': Synset('penutian.n.01')}
Lemma('uto-aztecan.n.01.Uto-Aztecan'): {'lemma': 'uto-aztecan', 'pos': 'NOUN', 'synset': Synset('uto-aztecan.n.01')}
Lemma('phylum.n.01.phylum'): {'lemma': 'phylum', 'pos': 'NOUN', 'synset': Synset('phylum.n.01')}
Lemma('diagram.v.01.diagram'): {'lemma': 'diagram', 'pos': 'VERB', 'synset': Synset('diagram.v.01')}
Lemma('comprehensively.r.01.comprehensively'): {'lemma': 'comprehensively', 'pos': 'ADV', 'synset': Synset('comprehensively.r.01')}
Lemma('salish.n.01.Salish'): {'lemma': 'salish', 'pos': 'NOUN', 'synset': Synset('salish.n.01')}
Lemma('prerogative.n.01.privilege'): {'lemma': 'privilege', 'pos': 'NOUN', 'synset': Synset('prerogative.n.01')}
Lemma('outside.s.08.remote'): {'lemma': 'remote', 'pos': 'ADJ', 'synset': Synset('outside.s.08')}
Lemma('cloudy.s.01.cloudy'): {'lemma': 'cloudy', 'pos': 'ADJ', 'synset': Synset('cloudy.s.01')}
Lemma('possible.n.01.possible'): {'lemma': 'possible', 'pos': 'NOUN', 'synset': Synset('possible.n.01')}
Lemma('potential.n.01.potential'): {'lemma': 'potential', 'pos': 'NOUN', 'synset': Synset('potential.n.01')}
Lemma('firm.s.04.firm'): {'lemma': 'firm', 'pos': 'ADJ', 'synset': Synset('firm.s.04')}
Lemma('natural.a.03.natural'): {'lemma': 'natural', 'pos': 'ADJ', 'synset': Synset('natural.a.03')}
Lemma('distant.s.04.remote'): {'lemma': 'remote', 'pos': 'ADJ', 'synset': Synset('distant.s.04')}
Lemma('elusive.s.01.elusive'): {'lemma': 'elusive', 'pos': 'ADJ', 'synset': Synset('elusive.s.01')}
Lemma('elapsed.a.01.elapsed'): {'lemma': 'elapsed', 'pos': 'ADJ', 'synset': Synset('elapsed.a.01')}
Lemma('evidential.s.01.evidential'): {'lemma': 'evidential', 'pos': 'ADJ', 'synset': Synset('evidential.s.01')}
Lemma('happen.v.04.happen'): {'lemma': 'happen', 'pos': 'VERB', 'synset': Synset('happen.v.04')}
Lemma('anciently.r.01.anciently'): {'lemma': 'anciently', 'pos': 'ADV', 'synset': Synset('anciently.r.01')}
Lemma('bit-by-bit.s.01.step-by-step'): {'lemma': 'step-by-step', 'pos': 'ADJ', 'synset': Synset('bit-by-bit.s.01')}
Lemma('progress.n.02.progress'): {'lemma': 'progress', 'pos': 'NOUN', 'synset': Synset('progress.n.02')}
Lemma('day_by_day.r.01.day_by_day'): {'lemma': 'day_by_day', 'pos': 'ADV', 'synset': Synset('day_by_day.r.01')}
Lemma('founder.n.02.founder'): {'lemma': 'founder', 'pos': 'NOUN', 'synset': Synset('founder.n.02')}
Lemma('glottochronology.n.01.glottochronology'): {'lemma': 'glottochronology', 'pos': 'NOUN', 'synset': Synset('glottochronology.n.01')}
Lemma('drudgery.n.01.plodding'): {'lemma': 'plodding', 'pos': 'NOUN', 'synset': Synset('drudgery.n.01')}
Lemma('disown.v.02.repudiate'): {'lemma': 'repudiate', 'pos': 'VERB', 'synset': Synset('disown.v.02')}
Lemma('contribution.n.01.share'): {'lemma': 'share', 'pos': 'NOUN', 'synset': Synset('contribution.n.01')}
Lemma('predilection.n.01.predilection'): {'lemma': 'predilection', 'pos': 'NOUN', 'synset': Synset('predilection.n.01')}
Lemma('revision.n.01.revision'): {'lemma': 'revision', 'pos': 'NOUN', 'synset': Synset('revision.n.01')}
Lemma('lexicostatistic.a.01.lexicostatistic'): {'lemma': 'lexicostatistic', 'pos': 'ADJ', 'synset': Synset('lexicostatistic.a.01')}
Lemma('discipline.n.01.study'): {'lemma': 'study', 'pos': 'NOUN', 'synset': Synset('discipline.n.01')}
Lemma('abandonment.n.01.abandonment'): {'lemma': 'abandonment', 'pos': 'NOUN', 'synset': Synset('abandonment.n.01')}
Lemma('intrinsically.r.01.intrinsically'): {'lemma': 'intrinsically', 'pos': 'ADV', 'synset': Synset('intrinsically.r.01')}
Lemma('unachievable.s.01.unachievable'): {'lemma': 'unachievable', 'pos': 'ADJ', 'synset': Synset('unachievable.s.01')}
Lemma('operationally.r.01.operationally'): {'lemma': 'operationally', 'pos': 'ADV', 'synset': Synset('operationally.r.01')}
Lemma('constitution.n.02.constitution'): {'lemma': 'constitution', 'pos': 'NOUN', 'synset': Synset('constitution.n.02')}
Lemma('memory.n.03.retention'): {'lemma': 'retention', 'pos': 'NOUN', 'synset': Synset('memory.n.03')}
Lemma('conceivable.s.01.conceivable'): {'lemma': 'conceivable', 'pos': 'ADJ', 'synset': Synset('conceivable.s.01')}
Lemma('extreme.n.01.extreme'): {'lemma': 'extreme', 'pos': 'NOUN', 'synset': Synset('extreme.n.01')}
Lemma('in-between.s.01.middle'): {'lemma': 'middle', 'pos': 'ADJ', 'synset': Synset('in-between.s.01')}
Lemma('alphabetize.v.01.alphabetize'): {'lemma': 'alphabetize', 'pos': 'VERB', 'synset': Synset('alphabetize.v.01')}
Lemma('fiftieth.s.01.fiftieth'): {'lemma': 'fiftieth', 'pos': 'ADJ', 'synset': Synset('fiftieth.s.01')}
Lemma('point_up.v.01.point_up'): {'lemma': 'point_up', 'pos': 'VERB', 'synset': Synset('point_up.v.01')}
Lemma('movement.n.04.movement'): {'lemma': 'movement', 'pos': 'NOUN', 'synset': Synset('movement.n.04')}
Lemma('incipiency.n.01.incipience'): {'lemma': 'incipience', 'pos': 'NOUN', 'synset': Synset('incipiency.n.01')}
Lemma('approximately.r.01.around'): {'lemma': 'around', 'pos': 'ADV', 'synset': Synset('approximately.r.01')}
Lemma('balanced.a.01.balanced'): {'lemma': 'balanced', 'pos': 'ADJ', 'synset': Synset('balanced.a.01')}
Lemma('mutual_opposition.n.01.polarity'): {'lemma': 'polarity', 'pos': 'NOUN', 'synset': Synset('mutual_opposition.n.01')}
Lemma('evangelical.a.01.evangelical'): {'lemma': 'evangelical', 'pos': 'ADJ', 'synset': Synset('evangelical.a.01')}
Lemma('liberty.n.02.liberty'): {'lemma': 'liberty', 'pos': 'NOUN', 'synset': Synset('liberty.n.02')}
Lemma('analysis.n.03.analysis'): {'lemma': 'analysis', 'pos': 'NOUN', 'synset': Synset('analysis.n.03')}
Lemma('protestant_church.n.01.Protestant'): {'lemma': 'protestant', 'pos': 'NOUN', 'synset': Synset('protestant_church.n.01')}
Lemma('millenarianism.n.01.millenarianism'): {'lemma': 'millenarianism', 'pos': 'NOUN', 'synset': Synset('millenarianism.n.01')}
Lemma('beacon.n.01.beacon'): {'lemma': 'beacon', 'pos': 'NOUN', 'synset': Synset('beacon.n.01')}
Lemma('specify.v.04.specify'): {'lemma': 'specify', 'pos': 'VERB', 'synset': Synset('specify.v.04')}
Lemma('middle.a.04.middle'): {'lemma': 'middle', 'pos': 'ADJ', 'synset': Synset('middle.a.04')}
Lemma('color.v.03.color'): {'lemma': 'color', 'pos': 'VERB', 'synset': Synset('color.v.03')}
Lemma('supernaturalism.n.01.supernaturalism'): {'lemma': 'supernaturalism', 'pos': 'NOUN', 'synset': Synset('supernaturalism.n.01')}
Lemma('naturalism.n.01.naturalism'): {'lemma': 'naturalism', 'pos': 'NOUN', 'synset': Synset('naturalism.n.01')}
Lemma('humanitarianism.n.01.humanism'): {'lemma': 'humanism', 'pos': 'NOUN', 'synset': Synset('humanitarianism.n.01')}
Lemma('utopianism.n.01.Utopianism'): {'lemma': 'utopianism', 'pos': 'NOUN', 'synset': Synset('utopianism.n.01')}
Lemma('liberalism.n.01.liberalism'): {'lemma': 'liberalism', 'pos': 'NOUN', 'synset': Synset('liberalism.n.01')}
Lemma('progressivism.n.01.progressivism'): {'lemma': 'progressivism', 'pos': 'NOUN', 'synset': Synset('progressivism.n.01')}
Lemma('trash.v.01.scrap'): {'lemma': 'scrap', 'pos': 'VERB', 'synset': Synset('trash.v.01')}
Lemma('repose.v.01.repose'): {'lemma': 'repose', 'pos': 'VERB', 'synset': Synset('repose.v.01')}
Lemma('fundamental_law.n.01.fundamental_law'): {'lemma': 'fundamental_law', 'pos': 'NOUN', 'synset': Synset('fundamental_law.n.01')}
Lemma('commoner.n.01.common_man'): {'lemma': 'common_man', 'pos': 'NOUN', 'synset': Synset('commoner.n.01')}
Lemma('namely.r.01.that_is_to_say'): {'lemma': 'that_is_to_say', 'pos': 'ADV', 'synset': Synset('namely.r.01')}
Lemma('cut.v.01.cut'): {'lemma': 'cut', 'pos': 'VERB', 'synset': Synset('cut.v.01')}
Lemma('adjust.v.03.adapt'): {'lemma': 'adapt', 'pos': 'VERB', 'synset': Synset('adjust.v.03')}
Lemma('mythic.a.01.mythic'): {'lemma': 'mythic', 'pos': 'ADJ', 'synset': Synset('mythic.a.01')}
Lemma('charisma.n.01.charisma'): {'lemma': 'charisma', 'pos': 'NOUN', 'synset': Synset('charisma.n.01')}
Lemma('piece.n.06.piece'): {'lemma': 'piece', 'pos': 'NOUN', 'synset': Synset('piece.n.06')}
Lemma('uncomfortable.a.01.uncomfortable'): {'lemma': 'uncomfortable', 'pos': 'ADJ', 'synset': Synset('uncomfortable.a.01')}
Lemma('spokesperson.n.01.voice'): {'lemma': 'voice', 'pos': 'NOUN', 'synset': Synset('spokesperson.n.01')}
Lemma('aghast.s.01.shocked'): {'lemma': 'shocked', 'pos': 'ADJ', 'synset': Synset('aghast.s.01')}
Lemma('formula.n.04.chemical_formula'): {'lemma': 'chemical_formula', 'pos': 'NOUN', 'synset': Synset('formula.n.04')}
Lemma('implicit_in.s.01.implicit_in'): {'lemma': 'implicit_in', 'pos': 'ADJ', 'synset': Synset('implicit_in.s.01')}
Lemma('motto.n.01.slogan'): {'lemma': 'slogan', 'pos': 'NOUN', 'synset': Synset('motto.n.01')}
Lemma('roosevelt.n.01.Roosevelt'): {'lemma': 'roosevelt', 'pos': 'NOUN', 'synset': Synset('roosevelt.n.01')}
Lemma('privation.n.01.want'): {'lemma': 'want', 'pos': 'NOUN', 'synset': Synset('privation.n.01')}
Lemma('war_cry.n.01.cry'): {'lemma': 'cry', 'pos': 'NOUN', 'synset': Synset('war_cry.n.01')}
Lemma('individualism.n.02.individualism'): {'lemma': 'individualism', 'pos': 'NOUN', 'synset': Synset('individualism.n.02')}
Lemma('jacksonian.a.01.Jacksonian'): {'lemma': 'jacksonian', 'pos': 'ADJ', 'synset': Synset('jacksonian.a.01')}
Lemma('frontier.n.01.frontier'): {'lemma': 'frontier', 'pos': 'NOUN', 'synset': Synset('frontier.n.01')}
Lemma('egalitarianism.n.01.egalitarianism'): {'lemma': 'egalitarianism', 'pos': 'NOUN', 'synset': Synset('egalitarianism.n.01')}
Lemma('nominal.s.02.nominal'): {'lemma': 'nominal', 'pos': 'ADJ', 'synset': Synset('nominal.s.02')}
Lemma('exuberant.s.03.riotous'): {'lemma': 'riotous', 'pos': 'ADJ', 'synset': Synset('exuberant.s.03')}
Lemma('onrush.n.02.onrush'): {'lemma': 'onrush', 'pos': 'NOUN', 'synset': Synset('onrush.n.02')}
Lemma('industrialism.n.01.industrialism'): {'lemma': 'industrialism', 'pos': 'NOUN', 'synset': Synset('industrialism.n.01')}
Lemma('drift.n.02.drift'): {'lemma': 'drift', 'pos': 'NOUN', 'synset': Synset('drift.n.02')}
Lemma('reception.n.01.reception'): {'lemma': 'reception', 'pos': 'NOUN', 'synset': Synset('reception.n.01')}
Lemma('french_revolution.n.01.French_Revolution'): {'lemma': 'french_revolution', 'pos': 'NOUN', 'synset': Synset('french_revolution.n.01')}
Lemma('offspring.n.02.offspring'): {'lemma': 'offspring', 'pos': 'NOUN', 'synset': Synset('offspring.n.02')}
Lemma('income_tax.n.01.income_tax'): {'lemma': 'income_tax', 'pos': 'NOUN', 'synset': Synset('income_tax.n.01')}
Lemma('centralization.n.01.centralization'): {'lemma': 'centralization', 'pos': 'NOUN', 'synset': Synset('centralization.n.01')}
Lemma('dislocation.n.02.dislocation'): {'lemma': 'dislocation', 'pos': 'NOUN', 'synset': Synset('dislocation.n.02')}
Lemma('ethos.n.01.ethos'): {'lemma': 'ethos', 'pos': 'NOUN', 'synset': Synset('ethos.n.01')}
Lemma('materialism.n.01.materialism'): {'lemma': 'materialism', 'pos': 'NOUN', 'synset': Synset('materialism.n.01')}
Lemma('face_lift.n.02.face_lifting'): {'lemma': 'face_lifting', 'pos': 'NOUN', 'synset': Synset('face_lift.n.02')}
Lemma('substitute.v.01.replace'): {'lemma': 'replace', 'pos': 'VERB', 'synset': Synset('substitute.v.01')}
Lemma('anonymous.s.02.anonymous'): {'lemma': 'anonymous', 'pos': 'ADJ', 'synset': Synset('anonymous.s.02')}
Lemma('countenance.n.03.physiognomy'): {'lemma': 'physiognomy', 'pos': 'NOUN', 'synset': Synset('countenance.n.03')}
Lemma('origin.n.03.origin'): {'lemma': 'origin', 'pos': 'NOUN', 'synset': Synset('origin.n.03')}
Lemma('individualism.n.03.individualism'): {'lemma': 'individualism', 'pos': 'NOUN', 'synset': Synset('individualism.n.03')}
Lemma('influence.n.04.influence'): {'lemma': 'influence', 'pos': 'NOUN', 'synset': Synset('influence.n.04')}
Lemma('locke.n.01.John_Locke'): {'lemma': 'john_locke', 'pos': 'NOUN', 'synset': Synset('locke.n.01')}
Lemma('social_contract.n.01.social_contract'): {'lemma': 'social_contract', 'pos': 'NOUN', 'synset': Synset('social_contract.n.01')}
Lemma('beget.v.01.father'): {'lemma': 'father', 'pos': 'VERB', 'synset': Synset('beget.v.01')}
Lemma('american_revolution.n.01.American_Revolution'): {'lemma': 'american_revolution', 'pos': 'NOUN', 'synset': Synset('american_revolution.n.01')}
Lemma('rousseau.n.01.Rousseau'): {'lemma': 'rousseau', 'pos': 'NOUN', 'synset': Synset('rousseau.n.01')}
Lemma('construction.n.06.twist'): {'lemma': 'twist', 'pos': 'NOUN', 'synset': Synset('construction.n.06')}
